S.No.,Title,Company Name,Package,Job sector,Package Interval,CTC Currency,Years,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Education criteria
,Manager/Executive-ISR (Institutional Social Responsibility),Dr.OP Bhalla Foundation,300000,OTHER,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"BA
	All students of BA are eligible
BBA
	All students of BBA are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
MA
	All students of MA are eligible
MBA
	All students of MBA are eligible
"
,Industry Process Consultant ( Internship role ),Dassault Systemes,20000,ENGINEERING,MONTH,INR,2023,Online test (4),Group discussion (0),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Sales Operations Executive,Techmatrix consulting,500000,SALES,ANNUM,INR,2023,Telephonic interview (2),HR interview (1),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Software Developer,Convene India Private Limited,550000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Appeared for Xobin test (41),Xobin Test-1 (4),Xobin test-2 (1),HR interview (0),Technical interview 1 (0),Technical interview 2 (0),"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
M.Tech.
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,Trainee- Finance Executive,Techmatrix consulting,500000,FINANCE,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Management Trainee- (Resource Management & Project Coordinator-PMO Executive),Techmatrix consulting,500000,OTHER,ANNUM,INR,2023,Group discussion (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Trainee- HR Executive,Techmatrix consulting,500000,HUMAN_RESOURCES,ANNUM,INR,2023,Group discussion (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Traine- Business Consultant,Techmatrix consulting,500000,OTHER,ANNUM,INR,2023,Group discussion (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Executive Assistant to CEO/ Senior Management,MAQ Software,500000,GENERAL_MANAGEMENT,ANNUM,INR,2023,Shortlisting (0),Domain Specific (0),HR interview (0),-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in PG
		60.0% marks in UG
BBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in UG
MBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in PG
		60.0% marks in UG
"
,Trainee Software Engineer,Techmatrix consulting,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"BCA
	All students of BCA are eligible
B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
B.Sc
	All students of B.Sc are eligible
"
,Software Development Executive,4 Way Technologies,348000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Coding test 1 (0),Coding test 2 (0),HR interview (0),-,-,"B.Tech
	All students of B.Tech are eligible
"
,Social Media - CopyWriter intern,Abacus Desk,10000,OTHER,MONTH,INR,2023,HR interview,-,-,-,-,-,"MA
	All students of MA are eligible
BA
	All students of BA are eligible
"
,Junior Architect/Interior Designer,MM Design Studio,240000,DESIGN_ART,ANNUM,INR,2023,HR interview (3),-,-,-,-,-,"B.Arch
	All students of B.Arch are eligible
B.Sc
	All students of B.Sc are eligible
"
,Trainee Service Delivery Analyst,Calance,300000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test,Technical interview,HR interview,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Pilates Instructor,RedMat Pilates,336000,HEALTHCARE_SERVICES,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"BPT
	All students of BPT are eligible
"
,Product Graphic Designer Internship,EARTH CRUST PRIVATE LIMITED ( Let's Try),300000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Design Assignment Received (3),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
MCA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,Management Trainee in Finance,Earth Crust Private Ltd (Let's Try),300000,FINANCE,ANNUM,INR,2023,Group discussion (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
M.Com
	All students of M.Com are eligible
"
,Management Trainee - Sales & Marketing,Earth Crust Private Ltd (Let's Try),300000,SALES,ANNUM,INR,2023,Group discussion (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Finance Internship & Marketing internship,Earth Crust Private Ltd (Let's Try),300000,OTHER,ANNUM,INR,2023,Technical interview (0),HR interview (0),Group discussion (0),-,-,-,"BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,GET (Oracle & IT Security),Jtekt India Ltd,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online Test (5),Technical interview (3),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
		75.0% marks in UG
"
,Trainee Software Development,Novelvox,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test,Technical interview,HR interview,-,-,-,"MCA
	Applicants must have scored
		60.0% marks in PG
B.Tech
	Applicants must have scored
		60.0% marks in UG
"
,Intern,Ultimate Kronos Group,700000,ENGINEERING,ANNUM,INR,2023,Online test (0),Technical interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,MDS - Periodontist and Pedodontist,Dr. Bhim Sain's Family Clinic Pvt. Ltd,540000,OTHER,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"M.D.S
	All students of M.D.S are eligible
"
,Dietitian,Healthians,250000,HEALTHCARE_SERVICES,ANNUM,INR,2023,HR interview,-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,Graduate Engineer Trainee,Minda Infrastructures,480000,ENGINEERING,ANNUM,INR,2023,Online test (2),Technical interview (2),-,-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in UG
"
,Intern,Micromatic Machine Tools Pvt. Ltd.,15000,ENGINEERING,MONTH,INR,2023,Technical interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Associate,Courtyard By Marriott,216000,HOTEL_RESTAURANT_HOSPITALITY,ANNUM,INR,2023,HR interview (4),-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,OJT,Eros Hotel,216000,HOTEL_RESTAURANT_HOSPITALITY,ANNUM,INR,2023,HR interview (1),-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,F&B Steward (Associate Level),Sarovar Portico Surajkund,163000,HOTEL_RESTAURANT_HOSPITALITY,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,Loan Syndication / Restructuring of Loan,JRJ Financial Consultants Private Limited,400000,FINANCE,ANNUM,INR,2023,Resume shortlisting (15),Group discussion (1),HR interview (1),-,-,-,"BBA
	All students of BBA are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
M.Com
	All students of M.Com are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Sales Trainee,ITC Limited,405000,"MARKETING_GENERAL,SALES",ANNUM,INR,2023,Resume shortlisting (0),Written test (0),Group discussion (0),Technical interview (0),-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Marketing Executive/ Business Development,La Vida A Montessori Preschool,360000,MARKETING_GENERAL,ANNUM,INR,2023,Group discussion (0),HR interview (0),-,-,-,-,"BBA
	All students of BBA are eligible
"
,Environment Engineer (Preferably female candidates),Vamani Overseas Pvt. Ltd.,300000,ENVIRONMENTAL_SUSTAINABILITY_MGMT,ANNUM,INR,2023,Technical interview (7),Telephonic Round (0),Technical interview (0),-,-,-,"M.Sc.
	All students of M.Sc. are eligible
M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
"
,PRT SST/ French,St. Peter's Convent School,,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2023,HR interview,-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
B.Ed.(Year)
	All students of B.Ed.(Year) are eligible
B.Ed
	All students of B.Ed are eligible
BA
	All students of BA are eligible
"
,Business Analyst,Novel Patterns,15000,FINANCE,MONTH,INR,2023,Online test (0),Technical interview (0),-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
"
,Trade Marketing Executive/ Sales officer/ Supply Chain Officer,Eggoz - Nupa Technologies Pvt Ltd.,400000,OTHER,ANNUM,INR,2023,Shortlisted by the company (7),HR interview (0),-,-,-,-,"BBA
	All students of BBA are eligible
"
,GET,Jtekt India Ltd,306000,OTHER,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,DENTAL SURGEON SPECIALIST IN ENDODONTICS AND ORTHODONTICS,Dr. Bhim Sain's Family Clinic Pvt. Ltd,35000,HEALTHCARE_SERVICES,MONTH,INR,2023,HR interview,-,-,-,-,-,"M.D.S
	All students of M.D.S are eligible
"
,Internship in Data Analyst,Earth Crust Private Ltd (Let's Try),600000,OTHER,ANNUM,INR,2023,Attendance (8),Technical interview (3),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MBA (Semester)
	All students of MBA (Semester) are eligible
"
,"Quality, Operations, and NPD Intern",Earth Crust Private Ltd (Let's Try),500000,OTHER,ANNUM,INR,2023,Appeared (1),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Sc.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Interns for English & Social Science,Grand Columbus International School,15000,EDUCATION_TEACHING_TRAINING,MONTH,INR,2023,HR interview,-,-,-,-,-,"B.Ed.(Year)
	All students of B.Ed.(Year) are eligible
BA
	All students of BA are eligible
B.Sc
	All students of B.Sc are eligible
B.Ed
	All students of B.Ed are eligible
"
,Ambassador,Jodo Pay,500000,OTHER,ANNUM,INR,2023,Attendance sheet (41),Group discussion (2),Technical interview (0),HR interview (0),-,-,"BBA
	All students of BBA are eligible
B.Tech
	All students of B.Tech are eligible
BCA
	All students of BCA are eligible
B.Sc
	All students of B.Sc are eligible
"
,GET,SKH Group,386000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		55.0% marks in CLASS X
		55.0% marks in CLASS XII
		55.0% marks in DIP
		55.0% marks in UG
"
,Technical Specialist Trainee,Noventiq,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (20),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
BCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Sales Specialist,Anton Paar India Pvt. Ltd.,700000,SALES,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"MBA (Semester)
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
	Applicants must have done Under-graduation in below programs or streams
		B.Sc (Program)
				Mathematics
M.Sc.
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
M.Tech.
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
MBA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
	Applicants must have done Under-graduation in below programs or streams
		B.Sc (Program)
				Mathematics
B.Sc
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,GET,EBZ Systec India Pvt. Ltd.,300000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2023,Shortlisted by the company (2),Written test (0),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,ZAAP Associate,Zomato,300000,"ADMINISTRATION,OTHER",ANNUM,INR,2023,Technical interview (4),-,-,-,-,-,"BBA
	All students of BBA are eligible
"
,Analyst and Testing Engineer,Diensten Tech Ltd.,325000,DATA_ANALYTICS,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"B.Sc
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
B.Sc (Hons)
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,GET (R&D),Sagedel Tech LLP,450000,RESEARCH,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
"
,"Management Trainee (Application Support Analyst, Operations, Supply Chain Management, Counselor)",Eye Q Super Speciality Eye Hospital,550000,GENERAL_MANAGEMENT,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Counselor,Eye Q Super Speciality Eye Hospital,276000,COUNSELING,ANNUM,INR,2023,HR interview,-,-,-,-,-,"MA
	All students of MA are eligible
"
,GET,ABS Fujitsu-General Private Limited,500000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,GET,Globe Capacitors Pvt. Ltd,420000,ENGINEERING_CORE,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,GET Design,Bengal Industries Pvt.Ltd,400000,ENGINEERING,ANNUM,INR,2023,Technical interview (1),-,-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Program Manager Intern,iZooto,400000,OTHER,ANNUM,INR,2023,Telephonic interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,GET (R&D),Poly Medicure Limited,300000,RESEARCH,ANNUM,INR,2023,Technical interview (1),HR interview (1),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,GET (Sales),Lakshmi machine works,400000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2023,Technical interview (1),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,Intern (Trainee JAVA),World Phone IT Services,300000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,HR interview (0),Technical interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
BCA
	All students of BCA are eligible
MCA
	All students of MCA are eligible
"
,Management Trainee (HR),SIS LIMITED,400000,HUMAN_RESOURCES,ANNUM,INR,2023,Group discussion (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Intern,Open Systems,20000,ENGINEERING_CORE,MONTH,INR,2023,-,-,-,-,-,-,NA
,Intern,Open Systems,400000,ENGINEERING_CORE,ANNUM,INR,2023,Pre-placement Talk (0),Online test (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Business Development Associate (Female),AIRBLACK,333000,BUSINESS_DEVELOPMENT,ANNUM,INR,2023,Group discussion (2),HR interview (2),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
MBA
	All students of MBA are eligible
"
,UI/UX Technical Support Engineer,Ubiquiti Inc,560000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Appered in GD (51),Group discussion (13),Technical interview (2),HR interview (2),-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,Software Developer Associate,Mittal Software Labs LLP,350000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Online test (0),Technical interview (0),HR interview (0),-,-,-,"MCA
	Applicants must have scored
		55.0% marks in PG
BCA
	Applicants must have scored
		55.0% marks in UG
B.Tech
	Applicants must have scored
		55.0% marks in UG
"
,Associate Software Engineer Trainee,Taazaa,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2023,Pre-placement Talk (0),Online test (0),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Management Trainee – Sales,EazyDiner,43600,SALES,MONTH,INR,2023,HR interview (2),Technical interview (2),Technical interview (1),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Image Analyst (Trainee),RMSI,400000,DATA_ANALYTICS,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"BA
	All students of BA are eligible
MA
	All students of MA are eligible
"
,Sales Trainee,Noventiq,450000,MARKETING_GENERAL,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"MBA
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
MBA (Semester)
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in PG
		70.0% marks in UG
"
,GET (R&D),Poly Medicure Limited,300000,RESEARCH,ANNUM,INR,2023,Technical interview (1),HR interview (1),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in UG
"
,PRT Science Teacher,Grand Columbus International School,,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2023,HR interview (0),Demo Round (0),-,-,-,-,"B.Ed
	All students of B.Ed are eligible
B.Sc
	All students of B.Sc are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
M.Sc.
	All students of M.Sc. are eligible
"
,Physiotherapist,F95 Advance Physiotherapy and Research Centre,240000,HEALTHCARE_SERVICES,ANNUM,INR,2023,HR interview,-,-,-,-,-,"BPT
	All students of BPT are eligible
"
,Management Trainee / Customer Support Executive / Senior Executive,Group Concorde,300000,"CUSTOMER_TECHNICAL_SUPPORT,GENERAL_MANAGEMENT",ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"BBA
	All students of BBA are eligible
"
,Interior Designer,LivSpace,350000,DESIGN_ART,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
"
,Physiotherapist,Advt for physiotherapist,300000,OTHER,ANNUM,INR,2023,Technical interview,HR interview,-,-,-,-,"MPT
	All students of MPT are eligible
BPT
	All students of BPT are eligible
"
,Physiotherapist,Rana Chengappa Health Ventures Pvt Ltd,360000,OTHER,ANNUM,INR,2023,Technical interview (1),HR interview (1),-,-,-,-,"MPT
	All students of MPT are eligible
"
,Executive Trainee (Female),Bharti Airtel Limited,450000,MARKETING_GENERAL,ANNUM,INR,2023,Pre-placement Talk (0),HR interview (0),-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
MBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Graduate Trainee,CMR Green Technologies Ltd,264000,"EDUCATION_TEACHING_TRAINING,OTHER",ANNUM,INR,2023,Online test (5),Group discussion (5),Technical interview (0),-,-,-,"BBA
	Applicants must have scored
		60.0% marks in UG
B.Sc
	Applicants must have scored
		60.0% marks in UG
BCA
	Applicants must have scored
		60.0% marks in UG
B.Sc (Hons)
	Applicants must have scored
		60.0% marks in UG
B.Com (Hons.)
	Applicants must have scored
		60.0% marks in UG
"
,Intern,AVL India Pvt. Ltd,25000,"ENGINEERING,OTHER",MONTH,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
"
,1.Project Coordinator   2.HR Business Partner,Radiant Techsolutions Pvt. Ltd,240000,OTHER,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"BBA
	All students of BBA are eligible
BCA
	All students of BCA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Sales Executive,Asian paints,519000,SALES,ANNUM,INR,2023,Telephonic Round (6),Technical interview (0),HR interview (0),-,-,-,"BBA
	Applicants must have scored
		50.0% marks in CLASS X
		50.0% marks in CLASS XII
		50.0% marks in DIP
		50.0% marks in UG
B.Com (Hons.)
	Applicants must have scored
		50.0% marks in CLASS X
		50.0% marks in CLASS XII
		50.0% marks in DIP
		50.0% marks in UG
"
,Intern Engineering,Publicis Sapient,30500,ENGINEERING,MONTH,INR,2023,Pre-placement Talk (44),Online test (8),Technical interview (1),Technical interview (1),-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,Trainee Business Analyst,LeewayHertz Technologies,400000,"ENGINEERING,OTHER",ANNUM,INR,2023,Resume shortlisting (19),Online test (2),HR interview (2),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
MCA
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in DUAL
		65.0% marks in PG
		65.0% marks in UG
"
,Delivery Data Analyst,Turing,700000,"ENGINEERING_CORE,OTHER",ANNUM,INR,2023,Online test (0),Online test (0),Online test (0),Technical interview (0),-,-,"M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,Associate Manager-Acquisition (Household),IDFC First  Bank Ltd,400000,MARKETING_GENERAL,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,PRT Teacher,Manaskriti School,8000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2023,HR interview,Written test,-,-,-,-,"B.Ed
	All students of B.Ed are eligible
B.Ed.(Year)
	All students of B.Ed.(Year) are eligible
B.Sc
	All students of B.Sc are eligible
BA
	All students of BA are eligible
"
,GET,Drivz,300000,OTHER,ANNUM,INR,2023,HR interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Consultant Physiotherapist,Qi Spine,22000,OTHER,MONTH,INR,2023,HR interview (2),Technical interview (1),Technical interview (1),-,-,-,"BPT
	All students of BPT are eligible
MPT
	All students of MPT are eligible
"
,Graduate Engineer Trainee (GET),H. G. Infra Limited,25000,ENGINEERING,MONTH,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"M.Tech.
	All students of M.Tech. are eligible
B.Tech
	All students of B.Tech are eligible
"
,Admission Counselor,Career Launcher,490000,COUNSELING,ANNUM,INR,2023,Resume shortlisting (11),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Management trainee,Shree Cement,550000,OTHER,ANNUM,INR,2023,Pre-placement Talk (0),Group discussion (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MBA
	All students of MBA are eligible
"
,Fund accounting role,Indus Valley Partners,570000,FINANCE,ANNUM,INR,2023,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Export marketing (Female),La-Med Healthcare Pvt.Ltd,500000,GENERAL_MANAGEMENT,ANNUM,INR,2023,Appeared for PI (11),HR interview (4),Technical interview (1),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Tech
	All students of B.Tech are eligible
M.Tech.
	All students of M.Tech. are eligible
M.Sc.
	All students of M.Sc. are eligible
"
,Trainee Software Developer,LeewayHertz Technologies,400000,"ENGINEERING,ENGINEERING_CIVIL_MECHANICAL_OTHER",ANNUM,INR,2023,Resume shortlisting (0),Online test (0),Online test (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
MCA
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in DUAL
		65.0% marks in PG
		65.0% marks in UG
"
